ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	KEGG_PATHWAY	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
AGER	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	GO:0001666~response to hypoxia,GO:0001774~microglial cell activation,GO:0001914~regulation of T cell mediated cytotoxicity,GO:0001934~positive regulation of protein phosphorylation,GO:0006897~endocytosis,GO:0006954~inflammatory response,GO:0007166~cell surface receptor signaling pathway,GO:0007611~learning or memory,GO:0009611~response to wounding,GO:0010255~glucose mediated signaling pathway,GO:0014002~astrocyte development,GO:0031175~neuron projection development,GO:0032693~negative regulation of interleukin-10 production,GO:0032722~positive regulation of chemokine production,GO:0032731~positive regulation of interleukin-1 beta production,GO:0032735~positive regulation of interleukin-12 production,GO:0032755~positive regulation of interleukin-6 production,GO:0032760~positive regulation of tumor necrosis factor production,GO:0034116~positive regulation of heterotypic cell-cell adhesion,GO:0042104~positive regulation of activated T cell proliferation,GO:0043507~positive regulation of JUN kinase activity,GO:0045056~transcytosis,GO:0046330~positive regulation of JNK cascade,GO:0048143~astrocyte activation,GO:0048167~regulation of synaptic plasticity,GO:0050727~regulation of inflammatory response,GO:0050930~induction of positive chemotaxis,GO:0051092~positive regulation of NF-kappaB transcription factor activity,GO:0051101~regulation of DNA binding,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0071639~positive regulation of monocyte chemotactic protein-1 production,GO:0072657~protein localization to membrane,GO:0090647~modulation of age-related behavioral decline,GO:1900271~regulation of long-term synaptic potentiation,GO:1900272~negative regulation of long-term synaptic potentiation,GO:1900453~negative regulation of long term synaptic depression,GO:1900744~regulation of p38MAPK cascade,GO:1900745~positive regulation of p38MAPK cascade,GO:1901222~regulation of NIK/NF-kappaB signaling,GO:1901224~positive regulation of NIK/NF-kappaB signaling,GO:1902961~positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,GO:1903523~negative regulation of blood circulation,GO:1904472~positive regulation of endothelin secretion,GO:1904645~response to beta-amyloid,GO:1904646~cellular response to beta-amyloid,GO:2000439~positive regulation of monocyte extravasation,GO:2000514~regulation of CD4-positive, alpha-beta T cell activation,GO:2001200~positive regulation of dendritic cell differentiation,	GO:0001650~fibrillar center,GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0030054~cell junction,GO:0098794~postsynapse,	GO:0001540~beta-amyloid binding,GO:0004888~transmembrane signaling receptor activity,GO:0005044~scavenger receptor activity,GO:0005515~protein binding,GO:0038023~signaling receptor activity,GO:0042802~identical protein binding,GO:0044548~S100 protein binding,GO:0044877~macromolecular complex binding,GO:0050785~advanced glycation end-product receptor activity,	hsa04613:Neutrophil extracellular trap formation,hsa04933:AGE-RAGE signaling pathway in diabetic complications,hsa05010:Alzheimer disease,hsa05022:Pathways of neurodegeneration - multiple diseases,hsa05415:Diabetic cardiomyopathy,hsa05417:Lipid and atherosclerosis,	KW-0395~Inflammatory response,	KW-0472~Membrane,KW-0964~Secreted,KW-1003~Cell membrane,	KW-0675~Receptor,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,DISULFID:Interchain,DOMAIN:Ig-like,DOMAIN:Ig-like C2-type 1,DOMAIN:Ig-like C2-type 2,DOMAIN:Ig-like V-type,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
AARS1	alanyl-tRNA synthetase 1(AARS1)	Homo sapiens	GO:0006400~tRNA modification,GO:0006418~tRNA aminoacylation for protein translation,GO:0006419~alanyl-tRNA aminoacylation,GO:0008033~tRNA processing,GO:0021680~cerebellar Purkinje cell layer development,GO:0043524~negative regulation of neuron apoptotic process,GO:0050885~neuromuscular process controlling balance,GO:0051402~neuron apoptotic process,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0000049~tRNA binding,GO:0002161~aminoacyl-tRNA editing activity,GO:0002196~Ser-tRNA(Ala) hydrolase activity,GO:0003676~nucleic acid binding,GO:0004813~alanine-tRNA ligase activity,GO:0005524~ATP binding,GO:0008270~zinc ion binding,GO:0016597~amino acid binding,GO:0045182~translation regulator activity,	hsa00970:Aminoacyl-tRNA biosynthesis,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,KW-0694~RNA-binding,KW-0820~tRNA-binding,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	BINDING:ATP,BINDING:ATP; via amide nitrogen,BINDING:ATP; via amide nitrogen and carbonyl oxygen,BINDING:L-alanine,COMPBIAS:Basic and acidic residues,DOMAIN:AA_TRNA_LIGASE_II_ALA,DOMAIN:tRNA-synt_2c,METAL:Zinc,MUTAGEN:A->Q: Decreases misincorporation of Cys instead of Ala.,MUTAGEN:C->A: Decreases editing activity.,NP_BIND:ATP,REGION:Disordered,
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide(ADH5)	Homo sapiens	GO:0001523~retinoid metabolic process,GO:0003016~respiratory system process,GO:0006069~ethanol oxidation,GO:0010430~fatty acid omega-oxidation,GO:0018119~peptidyl-cysteine S-nitrosylation,GO:0022900~electron transport chain,GO:0032496~response to lipopolysaccharide,GO:0045777~positive regulation of blood pressure,GO:0046294~formaldehyde catabolic process,GO:0051409~response to nitrosative stress,GO:0051775~response to redox state,	GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0004022~alcohol dehydrogenase (NAD) activity,GO:0004024~alcohol dehydrogenase activity, zinc-dependent,GO:0005504~fatty acid binding,GO:0008270~zinc ion binding,GO:0009055~electron carrier activity,GO:0016491~oxidoreductase activity,GO:0018467~formaldehyde dehydrogenase activity,GO:0042802~identical protein binding,GO:0051903~S-(hydroxymethyl)glutathione dehydrogenase activity,	hsa00010:Glycolysis / Gluconeogenesis,hsa00071:Fatty acid degradation,hsa00350:Tyrosine metabolism,hsa00620:Pyruvate metabolism,hsa00830:Retinol metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa01100:Metabolic pathways,hsa01200:Carbon metabolism,hsa04936:Alcoholic liver disease,	KW-0443~Lipid metabolism,	KW-0963~Cytoplasm,	KW-0560~Oxidoreductase,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	DOMAIN:ADH_N,DOMAIN:ADH_zinc_N,METAL:Zinc 1; catalytic,METAL:Zinc 2,MUTAGEN:R->A,D: Loss of FDH activity and loss of activation by fatty acids.,SITE:Important for FDH activity and activation by fatty acids,
ALDH7A1	aldehyde dehydrogenase 7 family member A1(ALDH7A1)	Homo sapiens	GO:0006081~cellular aldehyde metabolic process,GO:0007605~sensory perception of sound,GO:0019285~glycine betaine biosynthetic process from choline,GO:0042426~choline catabolic process,	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0004029~aldehyde dehydrogenase (NAD) activity,GO:0004043~L-aminoadipate-semialdehyde dehydrogenase activity,GO:0005515~protein binding,GO:0008802~betaine-aldehyde dehydrogenase activity,GO:0042802~identical protein binding,GO:0043878~glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity,	hsa00010:Glycolysis / Gluconeogenesis,hsa00053:Ascorbate and aldarate metabolism,hsa00071:Fatty acid degradation,hsa00260:Glycine, serine and threonine metabolism,hsa00280:Valine, leucine and isoleucine degradation,hsa00310:Lysine degradation,hsa00330:Arginine and proline metabolism,hsa00340:Histidine metabolism,hsa00380:Tryptophan metabolism,hsa00410:beta-Alanine metabolism,hsa00561:Glycerolipid metabolism,hsa00620:Pyruvate metabolism,hsa01100:Metabolic pathways,hsa04936:Alcoholic liver disease,		KW-0496~Mitochondrion,KW-0539~Nucleus,KW-0963~Cytoplasm,	KW-0560~Oxidoreductase,	KW-0007~Acetylation,	ACT_SITE:Nucleophile,ACT_SITE:Proton acceptor,BINDING:(S)-2-amino-6-oxohexanoate,BINDING:NAD,DOMAIN:Aldedh,NP_BIND:NAD,REGION:Disordered,SITE:Transition state stabilizer,TRANSIT:Mitochondrion,
AKR7A2	aldo-keto reductase family 7 member A2(AKR7A2)	Homo sapiens	GO:0005975~carbohydrate metabolic process,GO:0006081~cellular aldehyde metabolic process,GO:0006629~lipid metabolic process,GO:0022900~electron transport chain,GO:0044597~daunorubicin metabolic process,GO:0044598~doxorubicin metabolic process,	GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0004032~alditol:NADP+ 1-oxidoreductase activity,GO:0004033~aldo-keto reductase (NADP) activity,GO:0005515~protein binding,GO:0009055~electron carrier activity,GO:0019119~phenanthrene-9,10-epoxide hydrolase activity,GO:0047834~D-threo-aldose 1-dehydrogenase activity,	hsa00980:Metabolism of xenobiotics by cytochrome P450,	KW-0443~Lipid metabolism,	KW-0333~Golgi apparatus,KW-0963~Cytoplasm,	KW-0560~Oxidoreductase,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	ACT_SITE:Proton donor,BINDING:NADP,BINDING:Substrate,DOMAIN:Aldo_ket_red,NP_BIND:NADP,REGION:Disordered,SITE:Lowers pKa of active site Tyr,
ALDOA	aldolase, fructose-bisphosphate A(ALDOA)	Homo sapiens	GO:0006000~fructose metabolic process,GO:0006096~glycolytic process,GO:0006754~ATP biosynthetic process,GO:0006941~striated muscle contraction,GO:0007015~actin filament organization,GO:0007339~binding of sperm to zona pellucida,GO:0008360~regulation of cell shape,GO:0030388~fructose 1,6-bisphosphate metabolic process,GO:0046716~muscle cell cellular homeostasis,GO:0051289~protein homotetramerization,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005829~cytosol,GO:0015629~actin cytoskeleton,GO:0016020~membrane,GO:0031093~platelet alpha granule lumen,GO:0031430~M band,GO:0031674~I band,GO:0034774~secretory granule lumen,GO:0061827~sperm head,GO:0070062~extracellular exosome,GO:1904724~tertiary granule lumen,GO:1904813~ficolin-1-rich granule lumen,	GO:0003723~RNA binding,GO:0003779~actin binding,GO:0004332~fructose-bisphosphate aldolase activity,GO:0005515~protein binding,GO:0008092~cytoskeletal protein binding,GO:0015631~tubulin binding,GO:0042802~identical protein binding,GO:0045296~cadherin binding,GO:0070061~fructose binding,	hsa00010:Glycolysis / Gluconeogenesis,hsa00030:Pentose phosphate pathway,hsa00051:Fructose and mannose metabolism,hsa01100:Metabolic pathways,hsa01200:Carbon metabolism,hsa01230:Biosynthesis of amino acids,hsa04066:HIF-1 signaling pathway,	KW-0324~Glycolysis,	KW-0963~Cytoplasm,	KW-0456~Lyase,	KW-0007~Acetylation,KW-0379~Hydroxylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	ACT_SITE:Proton acceptor,ACT_SITE:Schiff-base intermediate with dihydroxyacetone-P,BINDING:Substrate,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1); alternate,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate,SITE:Necessary for preference for fructose 1,6-bisphosphate over fructose 1-phosphate,
ALDOC	aldolase, fructose-bisphosphate C(ALDOC)	Homo sapiens	GO:0006000~fructose metabolic process,GO:0006094~gluconeogenesis,GO:0006096~glycolytic process,GO:0030388~fructose 1,6-bisphosphate metabolic process,GO:0030855~epithelial cell differentiation,	GO:0005576~extracellular region,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0034774~secretory granule lumen,GO:0070062~extracellular exosome,GO:1904724~tertiary granule lumen,GO:1904813~ficolin-1-rich granule lumen,	GO:0004332~fructose-bisphosphate aldolase activity,GO:0005515~protein binding,GO:0008092~cytoskeletal protein binding,	hsa00010:Glycolysis / Gluconeogenesis,hsa00030:Pentose phosphate pathway,hsa00051:Fructose and mannose metabolism,hsa01100:Metabolic pathways,hsa01200:Carbon metabolism,hsa01230:Biosynthesis of amino acids,hsa04066:HIF-1 signaling pathway,	KW-0324~Glycolysis,		KW-0456~Lyase,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,ACT_SITE:Schiff-base intermediate with dihydroxyacetone-P,BINDING:Substrate,SITE:Necessary for preference for fructose 1,6-bisphosphate over fructose 1-phosphate,
GAA	alpha glucosidase(GAA)	Homo sapiens	GO:0000023~maltose metabolic process,GO:0002026~regulation of the force of heart contraction,GO:0002086~diaphragm contraction,GO:0003007~heart morphogenesis,GO:0005975~carbohydrate metabolic process,GO:0005980~glycogen catabolic process,GO:0005985~sucrose metabolic process,GO:0006006~glucose metabolic process,GO:0007040~lysosome organization,GO:0007626~locomotory behavior,GO:0009888~tissue development,GO:0043181~vacuolar sequestering,GO:0046716~muscle cell cellular homeostasis,GO:0050884~neuromuscular process controlling posture,GO:0050885~neuromuscular process controlling balance,GO:0060048~cardiac muscle contraction,GO:0061723~glycophagy,	GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0035577~azurophil granule membrane,GO:0043202~lysosomal lumen,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,GO:0070821~tertiary granule membrane,GO:0101003~ficolin-1-rich granule membrane,	GO:0003824~catalytic activity,GO:0004553~hydrolase activity, hydrolyzing O-glycosyl compounds,GO:0004558~alpha-1,4-glucosidase activity,GO:0030246~carbohydrate binding,GO:0032450~maltose alpha-glucosidase activity,GO:0090599~alpha-glucosidase activity,	hsa00052:Galactose metabolism,hsa00500:Starch and sucrose metabolism,hsa01100:Metabolic pathways,hsa04142:Lysosome,		KW-0458~Lysosome,KW-0472~Membrane,	KW-0326~Glycosidase,KW-0378~Hydrolase,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	ACT_SITE:Nucleophile,BINDING:Substrate,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:P-type,MUTAGEN:D->G,N,E: Loss of activity.,MUTAGEN:W->R: Loss of activity.,REGION:Disordered,TRANSMEM:Helical,
AMDHD2	amidohydrolase domain containing 2(AMDHD2)	Homo sapiens	GO:0005975~carbohydrate metabolic process,GO:0006044~N-acetylglucosamine metabolic process,GO:0006046~N-acetylglucosamine catabolic process,GO:0006048~UDP-N-acetylglucosamine biosynthetic process,GO:0019262~N-acetylneuraminate catabolic process,	GO:0005634~nucleus,GO:0005829~cytosol,	GO:0005515~protein binding,GO:0008448~N-acetylglucosamine-6-phosphate deacetylase activity,GO:0046872~metal ion binding,GO:0047419~N-acetylgalactosamine-6-phosphate deacetylase activity,	hsa00520:Amino sugar and nucleotide sugar metabolism,hsa01100:Metabolic pathways,	KW-0119~Carbohydrate metabolism,		KW-0378~Hydrolase,		ACT_SITE:Proton donor/acceptor,BINDING:Substrate,DOMAIN:Amidohydro-rel,METAL:Divalent metal cation,METAL:Divalent metal cation; via tele nitrogen,REGION:Disordered,REGION:Substrate binding,
NPEPL1	aminopeptidase like 1(NPEPL1)	Homo sapiens	GO:0006508~proteolysis,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0008233~peptidase activity,GO:0030145~manganese ion binding,GO:0070006~metalloaminopeptidase activity,				KW-0031~Aminopeptidase,KW-0378~Hydrolase,KW-0645~Protease,		DOMAIN:CYTOSOL_AP,METAL:Zinc 1,METAL:Zinc 2,
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase(AGL)	Homo sapiens	GO:0005978~glycogen biosynthetic process,GO:0005980~glycogen catabolic process,GO:0007584~response to nutrient,GO:0051384~response to glucocorticoid,	GO:0005576~extracellular region,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016234~inclusion body,GO:0016529~sarcoplasmic reticulum,GO:0034774~secretory granule lumen,GO:0043033~isoamylase complex,GO:1904813~ficolin-1-rich granule lumen,	GO:0004133~glycogen debranching enzyme activity,GO:0004134~4-alpha-glucanotransferase activity,GO:0004135~amylo-alpha-1,6-glucosidase activity,GO:0005515~protein binding,GO:0030247~polysaccharide binding,GO:0031593~polyubiquitin binding,	hsa00500:Starch and sucrose metabolism,hsa01100:Metabolic pathways,	KW-0320~Glycogen biosynthesis,	KW-0963~Cytoplasm,	KW-0326~Glycosidase,KW-0328~Glycosyltransferase,KW-0378~Hydrolase,KW-0511~Multifunctional enzyme,KW-0808~Transferase,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	DOMAIN:GDE_C,DOMAIN:hDGE_amylase,DOMAIN:hGDE_N,DOMAIN:hGDE_central,REGION:4-alpha-glucanotransferase,REGION:Amylo-1,6-glucosidase,
APBB2	amyloid beta precursor protein binding family B member 2(APBB2)	Homo sapiens	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006355~regulation of transcription, DNA-templated,GO:0006939~smooth muscle contraction,GO:0035556~intracellular signal transduction,GO:0036438~maintenance of lens transparency,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0050808~synapse organization,GO:1901988~negative regulation of cell cycle phase transition,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005769~early endosome,GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0016020~membrane,GO:0030027~lamellipodium,GO:0030426~growth cone,GO:0045202~synapse,	GO:0001540~beta-amyloid binding,GO:0005515~protein binding,GO:0008134~transcription factor binding,			KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,KW-0967~Endosome,		KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:PID,DOMAIN:PID 1,DOMAIN:PID 2,DOMAIN:WW,MUTAGEN:C->V: Abolishes interaction with APP and gamma-secretase-dependent processing of the APP membrane-anchored C-terminal fragment C83.,REGION:Disordered,
APPBP2	amyloid beta precursor protein binding protein 2(APPBP2)	Homo sapiens	GO:0006886~intracellular protein transport,GO:0016567~protein ubiquitination,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0046907~intracellular transport,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005874~microtubule,GO:0005875~microtubule associated complex,GO:0030659~cytoplasmic vesicle membrane,GO:0031462~Cul2-RING ubiquitin ligase complex,	GO:0003777~microtubule motor activity,GO:0005515~protein binding,GO:1990756~protein binding, bridging involved in substrate recognition for ubiquitination,		KW-0653~Protein transport,KW-0813~Transport,KW-0833~Ubl conjugation pathway,	KW-0206~Cytoskeleton,KW-0472~Membrane,KW-0493~Microtubule,KW-0539~Nucleus,KW-0963~Cytoplasm,			REPEAT:TPR,REPEAT:TPR 1,REPEAT:TPR 2,REPEAT:TPR 3,REPEAT:TPR 4,REPEAT:TPR 5,REPEAT:TPR 6,REPEAT:TPR 7,REPEAT:TPR 8,
